chemical_code,chemical,items_2019,items_2020
200202005,DUMMY CHEMICAL SUBSTANCE 200202005,78,58
0906040P0,Paricalcitol,69,58
225007550,DUMMY CHEMICAL SUBSTANCE 225007550,60,58
230559005,DUMMY CHEMICAL SUBSTANCE 230559005,54,58
236033560,DUMMY CHEMICAL SUBSTANCE 236033560,55,58
233059511,DUMMY CHEMICAL SUBSTANCE 233059511,63,58
238533785,DUMMY CHEMICAL SUBSTANCE 238533785,61,57
233002631,DUMMY CHEMICAL SUBSTANCE 233002631,104,57
236034560,DUMMY CHEMICAL SUBSTANCE 236034560,63,57
0601012AB,Insulin glargine/lixisenatide,0,57
0206020M0,Nimodipine,52,57
1108020K0,Fluorescein sodium,113,56
1404000AF,Haemophilus influenzae B/meningococcal C,67,56
120304000,"Other mouth wash, gargle and dentifrice preparations",59,56
0406000M0,Granisetron hydrochloride,49,55
1311040T0,Sodium hypochlorite,49,55
0401010C0,Cloral betaine,389,55
0704010C0,Bethanechol chloride,63,54
140400050,Varicella vaccine live,109,54
0407010AC,Isometheptene mucate,172,54
229034091,DUMMY CHEMICAL SUBSTANCE 229034091,67,54
237510075,DUMMY CHEMICAL SUBSTANCE 237510075,54,54
233033530,DUMMY CHEMICAL SUBSTANCE 233033530,40,53
0504010U0,Proguanil hydrochloride with atovaquone,137,53
232502625,DUMMY CHEMICAL SUBSTANCE 232502625,71,53
1301010W0,Wool fat,129,53
0908010N0,Sodium benzoate,68,53
0402010AJ,Cariprazine,4,53
236000000,DUMMY CHEMICAL SUBSTANCE 236000000,0,53
0803042H0,Flutamide,92,52
214601000,DUMMY CHEMICAL SUBSTANCE 214601000,55,52
1203040G0,Hexetidine,106,52
0401020R0,Meprobamate,63,52
239433500,DUMMY CHEMICAL SUBSTANCE 239433500,37,52
0310000E0,Ephedrine hydrochloride,63,52
236033563,DUMMY CHEMICAL SUBSTANCE 236033563,27,50
1311060I0,Hydrogen peroxide,52,50
0803041AA,Fulvestrant,44,50
0106030A0,Arachis oil,51,50
1315000G0,Depigmenting agents,71,49
237037570,DUMMY CHEMICAL SUBSTANCE 237037570,57,49
233002637,DUMMY CHEMICAL SUBSTANCE 233002637,67,49
239459095,DUMMY CHEMICAL SUBSTANCE 239459095,48,49
224048040,DUMMY CHEMICAL SUBSTANCE 224048040,50,48
0604020D0,Cyproterone acetate,49,48
233534535,DUMMY CHEMICAL SUBSTANCE 233534535,57,48
0406000R0,Nabilone,40,48
100101040,Tenoxicam,52,47
226007560,DUMMY CHEMICAL SUBSTANCE 226007560,53,47
210300007,DUMMY CHEMICAL SUBSTANCE 210300007,123,47
239048090,DUMMY CHEMICAL SUBSTANCE 239048090,32,47
0504080A0,Atovaquone,35,46
0908010AJ,Zinc acetate,65,46
1203030Y0,Benzydamine hydrochloride,0,46
234610646,DUMMY CHEMICAL SUBSTANCE 234610646,34,46
0104020N0,Opium and morphine,160,46
230524005,DUMMY CHEMICAL SUBSTANCE 230524005,56,46
0202040V0,Triamterene with thiazides,74,45
213700001,DUMMY CHEMICAL SUBSTANCE 213700001,63,45
0208020N0,Phenindione,55,44
0406000AF,Granisetron,45,44
227026570,DUMMY CHEMICAL SUBSTANCE 227026570,18,44
233548035,DUMMY CHEMICAL SUBSTANCE 233548035,43,44
233002636,DUMMY CHEMICAL SUBSTANCE 233002636,43,44
0502010D0,Voriconazole,42,43
210115004,DUMMY CHEMICAL SUBSTANCE 210115004,51,43
0604011AD,Oestrogens conjugated with bazedoxifene,27,43
200330000,DUMMY CHEMICAL SUBSTANCE 200330000,0,43
1203030M0,Lidocaine hydrochloride,54,43
220524005,DUMMY CHEMICAL SUBSTANCE 220524005,30,43
1003020Y0,Freeze sprays and gels,100,42
229024091,DUMMY CHEMICAL SUBSTANCE 229024091,57,42
200304003,DUMMY CHEMICAL SUBSTANCE 200304003,38,42
236041060,DUMMY CHEMICAL SUBSTANCE 236041060,52,42
0108010S0,"Skin protectives,fillers and cleansers",167,41
0908010Z0,Levocarnitine,40,41
1203030A0,Amylmetacresol,61,41
0503022B0,Valganciclovir hydrochloride,50,41
212700017,DUMMY CHEMICAL SUBSTANCE 212700017,48,40
1404000AH,"Human papillomavirus (Type 6,11,16,18)",37,40
0503040A0,Zanamivir,10,39
0501070T0,Teicoplanin,76,39
0906026V0,Vitamin B and C injection,45,39
233059030,DUMMY CHEMICAL SUBSTANCE 233059030,47,39
0309020H0,Glycerol,70,38
200202002,DUMMY CHEMICAL SUBSTANCE 200202002,46,38
226004560,DUMMY CHEMICAL SUBSTANCE 226004560,49,37
1103010S0,Propamidine isetionate,64,37
1311070S0,Ster larvae,63,37
0702010M0,Ospemifene,5,37
239059090,DUMMY CHEMICAL SUBSTANCE 239059090,27,37
0501040N0,Neomycin sulfate,33,36
228026580,DUMMY CHEMICAL SUBSTANCE 228026580,6,36
0504010L0,Mefloquine hydrochloride,83,36
1404000N0,Rabies,67,35
210703001,DUMMY CHEMICAL SUBSTANCE 210703001,68,35
233010233,DUMMY CHEMICAL SUBSTANCE 233010233,25,35
210120001,DUMMY CHEMICAL SUBSTANCE 210120001,106,34
0409010S0,Tolcapone,56,34
0101010C0,Aluminium hydroxide,465,34
0604011D0,Ethinylestradiol,280,34
202000003,DUMMY CHEMICAL SUBSTANCE 202000003,63,34
0101010F0,Magnesium carbonate,30,34
224003040,DUMMY CHEMICAL SUBSTANCE 224003040,33,33
228048880,DUMMY CHEMICAL SUBSTANCE 228048880,25,33
210126001,DUMMY CHEMICAL SUBSTANCE 210126001,2,33
0505060I0,Ivermectin,25,33
234606046,DUMMY CHEMICAL SUBSTANCE 234606046,35,33
040702020,Morphine tartrate and cyclizine tartrate,22,33
1309000G0,Arachis oil,42,32
130501000,Other eczema preparations,55,32
1501043F0,Fentanyl citrate,41,32
210601001,DUMMY CHEMICAL SUBSTANCE 210601001,43,32
233504537,DUMMY CHEMICAL SUBSTANCE 233504537,45,31
0106050M0,Magnesium citrate,38,31
0501080J0,Sulfadiazine,31,31
235010050,DUMMY CHEMICAL SUBSTANCE 235010050,38,31
233002638,DUMMY CHEMICAL SUBSTANCE 233002638,34,31
1203040C0,Cetylpyridinium chloride,66,31
0106020J0,Co-danthrusate (Dantron/docusate sodium),58,31
0102000AC,Atropine sulfate,32,30
1003020AD,Arnica montana,30,30
1902070A0,Acetylcysteine,27,30
0908010E0,Mercaptamine,43,30
060602000,Other bisphosphonate and other preparations,31,30
228017580,DUMMY CHEMICAL SUBSTANCE 228017580,30,29
0408010P0,Phenobarbital sodium,38,29
234530645,DUMMY CHEMICAL SUBSTANCE 234530645,47,29
239041090,DUMMY CHEMICAL SUBSTANCE 239041090,23,29
0905013N0,Magnesium sulfate,34,29
233010832,DUMMY CHEMICAL SUBSTANCE 233010832,25,29
0409010AC,Apomorphine hydrochloride hemihydrate,1,29
040701000,Other non-opioid analgesic preparations,32,28
130400000,Other topical corticosteroid preparations,23,28
0501011J0,Benzylpenicillin sodium (Penicillin G),65,28
233541036,DUMMY CHEMICAL SUBSTANCE 233541036,34,28
0902011AA,Patiromer calcium,6,27
1310050J0,Chlorhexidine gluconate,44,27
228034080,DUMMY CHEMICAL SUBSTANCE 228034080,33,27
210300004,DUMMY CHEMICAL SUBSTANCE 210300004,26,27
200329000,DUMMY CHEMICAL SUBSTANCE 200329000,13,27
210705102,DUMMY CHEMICAL SUBSTANCE 210705102,34,27
0505030A0,Albendazole,19,27
0902013P0,Potassium bicarbonate,102,26
233041530,DUMMY CHEMICAL SUBSTANCE 233041530,32,26
200700001,DUMMY CHEMICAL SUBSTANCE 200700001,38,26
0403010T0,Mianserin hydrochloride,293,26
0107010S0,Sucralfate,26,26
200100002,DUMMY CHEMICAL SUBSTANCE 200100002,40,26
237017570,DUMMY CHEMICAL SUBSTANCE 237017570,0,25
1311050E0,Chloroxylenol,23,25
1203040N0,Sodium benzoate,20,25
0106040L0,Magnesium sulfate,34,25
0402010Q0,Perphenazine,23,25
238524085,DUMMY CHEMICAL SUBSTANCE 238524085,30,24
229034090,DUMMY CHEMICAL SUBSTANCE 229034090,30,24
201700001,DUMMY CHEMICAL SUBSTANCE 201700001,43,24
1310050K0,Dibrompropamidine isetionate,27,24
0505020L0,Levamisole hydrochloride,30,24
1107000M0,Oxybuprocaine hydrochloride,23,24
1310050P0,Phenol,22,24
1001040A0,Benzbromarone,26,24
200402001,DUMMY CHEMICAL SUBSTANCE 200402001,25,23
0402010W0,Thioridazine,19,23
0504010N0,Pyrimethamine,15,22
233534538,DUMMY CHEMICAL SUBSTANCE 233534538,8,22
0401010D0,Clomethiazole edisilate,30,22
0901030K0,Deferasirox,20,22
239259092,DUMMY CHEMICAL SUBSTANCE 239259092,21,22
0904010AY,Gluten free/low protein drink,0,22
1312000G0,Glycopyrronium bromide,21,22
0408010Y0,Sultiame,27,22
0205051P0,Quinapril hydrochloride with diuretic,122,22
221501015,DUMMY CHEMICAL SUBSTANCE 221501015,14,22
070403000,Other urological pain preparations,17,21
0401030H0,Butobarbital,35,21
0404000W0,Pitolisant hydrochloride,16,21
1001050A0,Glucosamine hydrochloride (Rheumatic),51,21
0208010K0,Heparin sodium,20,21
238506085,DUMMY CHEMICAL SUBSTANCE 238506085,23,20
0303020Z0,Zafirlukast,44,20
231041010,DUMMY CHEMICAL SUBSTANCE 231041010,20,20
237510275,DUMMY CHEMICAL SUBSTANCE 237510275,17,19
0902011P0,Sodium polystyrene sulfonate,14,19
1501010F0,Ketamine,41,19
200202006,DUMMY CHEMICAL SUBSTANCE 200202006,48,19
090504800,Other mineral formulation preparations,6,19
020400030,Timolol with diuretic,13,19
0501022A0,Meropenem,21,19
0503021D0,Inosine pranobex,15,18
210101001,DUMMY CHEMICAL SUBSTANCE 210101001,22,18
211200000,DUMMY CHEMICAL SUBSTANCE 211200000,0,18
090602700,Other vitamin B compound preparations,27,18
231029510,DUMMY CHEMICAL SUBSTANCE 231029510,22,18
1310011P0,Neomycin sulfate,14,18
1305010AF,Alitretinoin,23,18
237533775,DUMMY CHEMICAL SUBSTANCE 237533775,51,18
239001090,DUMMY CHEMICAL SUBSTANCE 239001090,16,17
200900013,DUMMY CHEMICAL SUBSTANCE 200900013,0,17
1107000C0,Tetracaine hydrochloride,26,17
0501070AC,Fidaxomicin,12,17
0502010A0,Posaconazole,16,17
210113003,DUMMY CHEMICAL SUBSTANCE 210113003,0,16
200900011,DUMMY CHEMICAL SUBSTANCE 200900011,38,16
235524055,DUMMY CHEMICAL SUBSTANCE 235524055,26,16
0703010S0,Estradiol and nomegestrol,406,16
0908010T0,Betaine anhydrous,19,16
1501042E0,Ketorolac trometamol,17,16
0501090Q0,Rifabutin,16,16
1104020G0,Flurbiprofen sodium,17,15
0409030B0,Botulinum toxin type A,10,15
1203030F0,Dequalinium chloride,42,15
1305020T0,Tazarotene,131,15
213100001,DUMMY CHEMICAL SUBSTANCE 213100001,22,15
232533725,DUMMY CHEMICAL SUBSTANCE 232533725,30,15
1310020E0,Bifonazole,8,14
1107000Q0,Proxymetacaine hydrochloride,18,14
0801010H0,Cyclophosphamide,23,14
1803000A0,Other x-ray contrast media preparations,8,14
0501013C0,Amoxicillin sodium,10,14
0407010W0,Aspirin combined preparations,29,14
1003020AE,Methyl salicylate/levomenthol,24,14
0502020A0,Ketoconazole,9,14
227063070,DUMMY CHEMICAL SUBSTANCE 227063070,0,14
232009020,DUMMY CHEMICAL SUBSTANCE 232009020,10,14
234604546,DUMMY CHEMICAL SUBSTANCE 234604546,23,13
1303000B0,Benzocaine,14,13
0407010U0,Paracetamol and caffeine,14,13
200201001,DUMMY CHEMICAL SUBSTANCE 200201001,27,13
227024070,DUMMY CHEMICAL SUBSTANCE 227024070,18,13
1306010V0,Tretinoin,3,13
239624096,DUMMY CHEMICAL SUBSTANCE 239624096,16,13
0605010X0,Choriogonadotropin alfa,14,13
1001030J0,Sodium aurothiomalate,265,13
1311050V0,Halogenated phenols with phenol,11,13
0803041U0,Toremifene citrate,13,13
0601060X0,Glucose and ketone blood testing reagents,34,12
1108010A0,Mercaptamine hydrochloride,18,12
1502010S0,Prilocaine hydrochloride,51,12
0605020Y0,Tolvaptan,11,12
1307000C0,Formaldehyde,15,12
0101010P0,Co-simalcite (Simeticone/hydrotalcite),21,12
0402020AC,Olanzapine embonate,10,12
0501022B0,Ertapenem sodium,8,12
1001030AA,Apremilast,24,12
1310020J0,Econazole nitrate,16,12
213500001,DUMMY CHEMICAL SUBSTANCE 213500001,13,12
232041020,DUMMY CHEMICAL SUBSTANCE 232041020,11,11
228539585,DUMMY CHEMICAL SUBSTANCE 228539585,0,11
239004590,DUMMY CHEMICAL SUBSTANCE 239004590,70,11
0501070F0,Chloramphenicol,5,11
1001030AC,Baricitinib,8,11
0503010AA,Emtricitabine and tenofovir disoproxil,12,11
1310020Q0,Griseofulvin,2,11
200502005,DUMMY CHEMICAL SUBSTANCE 200502005,11,11
1311010I0,Isopropyl alcohol,11,11
1404000AM,"Humpapvirus(Type 6,11,16,18,31,33,45,52,58)",13,11
120202000,Other topical nasal decongestant preparations,13,11
0601011R0,Insulin human,14,11
0407010AD,Paracetamol and ibuprofen,14,11
228060580,DUMMY CHEMICAL SUBSTANCE 228060580,12,11
1310020Y0,Tolnaftate,15,11
0704010I0,Distigmine bromide,10,10
210108001,DUMMY CHEMICAL SUBSTANCE 210108001,11,10
0906012B0,Betacarotene,6,10
1001022G0,Hydrocortisone acetate,10,10
236024060,DUMMY CHEMICAL SUBSTANCE 236024060,16,10
131003000,Other antiviral preparations,11,10
1306010T0,Sulfur,5,10
0501070M0,Fusidic acid,25,10
1308010U0,Titanium dioxide,23,10
1203010S0,Salicylic acid,14,10
1001010Q0,Phenylbutazone,11,10
0107030P0,Phenol,7,9
0702020T0,Nystatin,8,9
0905021L0,Sodium dihydrogen phosphate dihydrate,18,9
1311050U0,Triclosan,21,9
0901030N0,Methoxy polyethylene glycol-epoetin beta,13,9
0501021H0,Ceftazidime pentahydrate,7,9
1105000P0,Phenylephrine hydrochloride,16,9
0605010N0,Menotrophin,7,9
1203010T0,Triamcinolone acetonide,24,9
0901030I0,Deferiprone,30,9
239233592,DUMMY CHEMICAL SUBSTANCE 239233592,0,9
236030563,DUMMY CHEMICAL SUBSTANCE 236030563,9,9
239632496,DUMMY CHEMICAL SUBSTANCE 239632496,7,9
227034970,DUMMY CHEMICAL SUBSTANCE 227034970,6,9
0406000AD,Aprepitant,9,9
223061530,DUMMY CHEMICAL SUBSTANCE 223061530,0,9
234659046,DUMMY CHEMICAL SUBSTANCE 234659046,8,9
0501100C0,Clofazimine,7,8
0106040X0,Macrogol 4000,11,8
1203040AA,Diclofenac sod,6,8
130900000,Other shampoo and scalp preparations,10,8
0901060I0,Filgrastim,9,8
200402002,DUMMY CHEMICAL SUBSTANCE 200402002,8,8
238006080,DUMMY CHEMICAL SUBSTANCE 238006080,8,8
229008790,DUMMY CHEMICAL SUBSTANCE 229008790,12,8
0802040AK,Dimethyl fumar,23,8
0301030B0,Aminophylline,6,8
232010020,DUMMY CHEMICAL SUBSTANCE 232010020,14,8
0106020F0,Castor oil,8,8
233500000,DUMMY CHEMICAL SUBSTANCE 233500000,0,8
131400000,Other topical circulatory preparations,6,8
230509505,DUMMY CHEMICAL SUBSTANCE 230509505,4,8
1310012I0,Gentamicin sulfate,4,8
1001040P0,Sulfinpyrazone,5,8
226059060,DUMMY CHEMICAL SUBSTANCE 226059060,14,8
0102000D0,Compound antispasmodic preparations,10,8
0908010P0,Sodium phenylbutyrate,13,8
228019780,DUMMY CHEMICAL SUBSTANCE 228019780,7,8
228062080,DUMMY CHEMICAL SUBSTANCE 228062080,2,8
0606020V0,Zoledronic acid,7,8
236030561,DUMMY CHEMICAL SUBSTANCE 236030561,7,8
0604030L0,Nandrolone decanoate,2,7
0704010T0,Terazosin hydrochloride,7,7
0109010R0,Other preparations for biliary disorders,3,7
1001030S0,Adalimumab,8,7
223012530,DUMMY CHEMICAL SUBSTANCE 223012530,5,7
213900001,DUMMY CHEMICAL SUBSTANCE 213900001,8,7
233004530,DUMMY CHEMICAL SUBSTANCE 233004530,13,7
1203030J0,Hexylresorcinol,7,7
0904010AX,Low protein risotto,3,7
1108020AH,Povidone iodine,8,7
0308000B0,Benzoin,8,7
0501090N0,Pyrazinamide,4,7
0702020I0,Fenticonazole nitrate,6,7
010604000,Other osmotic laxative preparations,1,7
0904010Q0,Gluten free pasta,5,7
030902000,Other expectorantand demulcent cough preparations,11,7
0901060K0,Lenograstim,3,7
1301010I0,Wool fat hydrous,6,6
0405020U0,Naltrexone/bupropion,2,6
213000005,DUMMY CHEMICAL SUBSTANCE 213000005,12,6
1310011W0,Polymyxins,31,6
0902021G0,Glucose,9,6
0908010S0,Trientine dihydrochloride,13,6
0603020X0,Prednisone,16,6
0502030A0,Amphotericin,6,6
210602002,DUMMY CHEMICAL SUBSTANCE 210602002,8,6
0204000P0,Pindolol,237,6
0605010T0,Tetracosactide,24,6
0309020I0,Squill,11,6
0409020E0,Benzatropine mesilate,28,6
0205040I0,Indoramin,5,6
0906050U0,Tocofersolan,14,6
120101000,Other otitis external preparations,4,6
210701009,DUMMY CHEMICAL SUBSTANCE 210701009,6,6
237541075,DUMMY CHEMICAL SUBSTANCE 237541075,2,6
0402010I0,Fluphenazine hydrochloride,8,6
0203020U0,Quinidine sulfate,6,5
1404000U0,Yellow fever,9,5
0106070C0,Lubiprostone,123,5
0501014S0,Piperacillin sodium/tazobactam sodium,14,5
233530536,DUMMY CHEMICAL SUBSTANCE 233530536,1,5
0503010AN,Efavirenz/emtricitabine/tenofovir disoproxil,8,5
010602000,Other stimulant laxative preparations,53,5
0208010N0,Heparin calcium,4,5
190800000,"Other colour, flavour and sweetening preparations",8,5
210106001,DUMMY CHEMICAL SUBSTANCE 210106001,2,5
200503005,DUMMY CHEMICAL SUBSTANCE 200503005,0,5
1501042H0,Parecoxib sodium,9,5
0901012I0,Iron sucrose,5,5
1305030D0,Ustekinumab (Psoriasis),0,5
237504575,DUMMY CHEMICAL SUBSTANCE 237504575,2,5
0501120Q0,Norfloxacin,3,5
0205010U0,Bosentan,8,5
0404000D0,Caffeine,4,5
0901040C0,Eltrombopag,6,5
0503010AE,Raltegravir,14,5
0503010AC,Darunavir,3,5
0503010Z0,Abacavir and lamivudine,1,5
0403040T0,Nefazodone hydrochloride,13,5
1310050W0,Chlorhex hydrochloride,6,5
232506025,DUMMY CHEMICAL SUBSTANCE 232506025,17,4
1303000J0,Diphenhydramine hydrochloride,3,4
0101010U0,Sodium citrate,6,4
0309020R0,Dextromethorphan hydrobrom compound prepartions,10,4
0803042B0,Buserelin,2,4
239641096,DUMMY CHEMICAL SUBSTANCE 239641096,3,4
0404000E0,Caffeine citrate,4,4
210706202,DUMMY CHEMICAL SUBSTANCE 210706202,13,4
1501020R0,Nitrous oxide,5,4
0207030A0,Adrenaline,0,4
234504545,DUMMY CHEMICAL SUBSTANCE 234504545,6,4
0908010D0,Cholesterol,4,4
0501021D0,Cefotaxime sodium,11,4
223034030,DUMMY CHEMICAL SUBSTANCE 223034030,13,4
0603020F0,Cortisone acetate,6,4
0905011B0,Calcium chloride,0,4
0403040R0,Oxitriptan,7,4
0801030T0,Tioguanine,6,4
235041050,DUMMY CHEMICAL SUBSTANCE 235041050,5,4
0407010M0,Co-codaprin (Codeine phosphate/aspirin),38,4
0904010A0,Gluten free/wheat free biscuits,2,4
1103010E0,Dibrompropamidine isetionate,35,4
0803042U0,Enzalutamide,4,4
0801050AA,Imatinib mesilate,8,4
0703022N0,Norethisterone enantate,1,4
1305010J0,Ichthammol,3,4
0408010AA,Felbamate,8,4
1201010C0,Aluminium acetate,2,4
0603020K0,Methylprednisolone sodium succinate,7,4
1203030N0,Menthol,6,4
0212000AI,Alirocumab,5,4
0501023A0,Aztreonam,6,4
1307000W0,Camellia sinensis extract,4,4
1108030AB,Idebenone,4,4
1305020X0,Fumaric acid,1,4
0704060B0,Lidocaine/prilocaine (Premature Ejaculation),0,4
232524025,DUMMY CHEMICAL SUBSTANCE 232524025,3,4
1311020G0,Chlorhexidine acetate,7,4
190606000,Other tincture preparations,3,3
0904010AC,Gluten free/wheat free cereals,5,3
210602003,DUMMY CHEMICAL SUBSTANCE 210602003,14,3
0408020D0,Clonazepam,10,3
0606010T0,Calcitonin (Salmon),14,3
236041063,DUMMY CHEMICAL SUBSTANCE 236041063,8,3
1306010M0,Isotretinoin,31,3
239600000,DUMMY CHEMICAL SUBSTANCE 239600000,0,3
239630597,DUMMY CHEMICAL SUBSTANCE 239630597,1,3
0505050P0,Praziquantel,10,3
223049530,DUMMY CHEMICAL SUBSTANCE 223049530,7,3
236048061,DUMMY CHEMICAL SUBSTANCE 236048061,3,3
1405020A0,Tetanus immunoglobulin,2,3
1501030D0,Atropine sulfate,5,3
1301010P0,Paraffin hard,6,3
0501130S0,Fosfomycin calcium,6,3
1107000N0,Lidocaine hydrochloride,7,3
040201010,Zuclopenthixol acetate,3,3
1310040C0,Benzyl benzoate,1,3
1404000AG,Rotavirus,21,3
225053050,DUMMY CHEMICAL SUBSTANCE 225053050,14,3
0905021F0,Monobasic potassium phosphate,7,3
190900000,"Other disinfectant,preservative and sterilising preparations",1,3
0704050Y0,Yohimbine hydrochloride,6,3
0212000AH,Evolocumab,1,3
0802040AD,Fingolimod,0,3
1502010G0,Cocaine,4,3
223007530,DUMMY CHEMICAL SUBSTANCE 223007530,4,3
0802040A0,Peginterferon alpha,1,3
1405010A0,Normal immunoglobulin (Gamma globulin),2,3
131101000,Other alcohol and saline preparations,7,3
1001010AP,Ibuprofen sodium dihydrate,3,3
236010060,DUMMY CHEMICAL SUBSTANCE 236010060,0,3
0503031A0,Adefovir dipivoxil,6,3
210601003,DUMMY CHEMICAL SUBSTANCE 210601003,3,3
210111001,DUMMY CHEMICAL SUBSTANCE 210111001,0,2
1103010Z0,Vancomycin hydrochloride,1,2
0202030W0,Triamterene,3,2
237541575,DUMMY CHEMICAL SUBSTANCE 237541575,1,2
0901012P0,Iron carboxymaltose,0,2
237559075,DUMMY CHEMICAL SUBSTANCE 237559075,0,2
1001030Q0,Tiopronin,1,2
1502010V0,Levobupivacaine hydrochloride,19,2
1404000AI,"Human papillomavirus (Type 16,18)",2,2
0604012F0,Dydrogesterone,1,2
0702020Y0,Boric acid,3,2
190600000,Other acid preparations,0,2
0205010Z0,Tadalafil (Vasodilator Antihypertensive),3,2
131005000,Other minor cut and abrasion preparations,3,2
210300003,DUMMY CHEMICAL SUBSTANCE 210300003,3,2
228023280,DUMMY CHEMICAL SUBSTANCE 228023280,0,2
0908010AL,Sucrase,5,2
0801050AX,Everolimus,0,2
0102000AJ,Alverine citrate/simeticone,27,2
201800000,DUMMY CHEMICAL SUBSTANCE 201800000,0,2
1001030D0,Etanercept,13,2
0205051N0,Perindopril erbumine with diuretic,1,2
190205000,Other household and over the counter preparations,2,2
010904000,Other pancreatin preparations,0,2
0604030P0,Oxandrolone,9,2
1202020Q0,Xylometazoline hydrochloride/ipratropium bromide,0,2
1502010R0,Ropivacaine hydrochloride,0,2
0501021J0,Cefuroxime sodium,8,2
1003010P0,Hyaluronidase,1,2
0105020C0,Hydrocortisone,1,2
233509535,DUMMY CHEMICAL SUBSTANCE 233509535,3,2
0102000AK,Eluxadoline,5,2
1302020F0,Cod liver oil,6,2
233040030,DUMMY CHEMICAL SUBSTANCE 233040030,2,2
233006030,DUMMY CHEMICAL SUBSTANCE 233006030,3,2
120301000,Other oral ulceration and inflammation preparations,4,2
0503010AM,Emtricitabine and tenofovir alafenamide,5,2
0503050B0,Ribavirin,0,2
0903000P0,Intravenous nutrition supplements,0,2
1203020C0,Amphotericin,1,2
0205010X0,Ambrisentan,0,2
0407010AA,Aspirin and caffeine,4,2
130203000,Other dusting powder preparations,1,2
0602010A0,Thyrotropin alfa,0,2
0607020D0,Cetrorelix,2,2
0801050BT,Nintedanib,0,2
226001260,DUMMY CHEMICAL SUBSTANCE 226001260,1,2
0212000AJ,Fenofibrate/simvastatin,3,2
232034520,DUMMY CHEMICAL SUBSTANCE 232034520,2,2
200318000,DUMMY CHEMICAL SUBSTANCE 200318000,2,2
0503010AH,Dolutegravir,9,2
221024010,DUMMY CHEMICAL SUBSTANCE 221024010,2,2
1001022N0,Prednisolone acetate,2,2
237033570,DUMMY CHEMICAL SUBSTANCE 237033570,3,2
0503010G0,Lopinavir and ritonavir,0,2
210601002,DUMMY CHEMICAL SUBSTANCE 210601002,12,2
0607020B0,Buserelin,8,2
0109010G0,Chenodeoxycholic acid,0,2
210601004,DUMMY CHEMICAL SUBSTANCE 210601004,1,2
120303000,Other lozenge and spray preparations,0,1
030800000,Other aromatic inhalation preparations,1,1
130300000,Other topical anaesthetic and antipruritic preparations,0,1
0605010D0,Chorionic gonadotrophin,0,1
1304000B0,Alclometasone dipropionate,7,1
0407041AC,Erenumab,0,1
1404000AR,"Japanese encephalitis vaccine (Inactivated,adsorbed)",2,1
090603100,Other vitamin C (Ascorbic acid) preparations,0,1
0106060C0,Naldemedine,0,1
130101000,Other vehicle and emulsifying agent preparations,0,1
1307000J0,Podophyllum resin,0,1
0503010U0,Ritonavir,5,1
0802040AA,Thalidomide (Immunomodulating),4,1
1108020G0,Disodium edetate,2,1
0801000T0,Mesna,1,1
0801030V0,Capecitabine,0,1
235001050,DUMMY CHEMICAL SUBSTANCE 235001050,0,1
0501070Y0,Daptomycin,1,1
0801050CK,Midostaurin,0,1
1104010V0,Rimexolone,7,1
0801050BS,Ibrutinib,0,1
238033280,DUMMY CHEMICAL SUBSTANCE 238033280,2,1
236012562,DUMMY CHEMICAL SUBSTANCE 236012562,4,1
0906023N0,Pantothenic acid (Calcium pantothenate),0,1
0904010AK,Glten free /wheat/free /low/protein cooking aids,1,1
0802040J0,Interferon alpha,5,1
050301000,Other HIV infection preparations,6,1
030902040,Diphenhydramine hydrochloride,3,1
0801050CL,Abemaciclib,0,1
0104040A0,Telotristat ethyl,0,1
1303000Q0,Lidocaine hydrochloride,2,1
0310000Q0,Phenylephrine hydrochloride,7,1
1203030AA,Dichlorobenzyl alcohol/amylmetacresol,2,1
0801050Y0,Temozolomide,0,1
0409010P0,Pergolide mesilate,0,1
233553035,DUMMY CHEMICAL SUBSTANCE 233553035,1,1
0901030Q0,Epoetin zeta,1,1
0501070AB,Nitazoxanide,0,1
234024040,DUMMY CHEMICAL SUBSTANCE 234024040,0,1
0801050BL,Bosutinib,0,1
0504010M0,Proguanil hydrochloride,4,1
0501012H0,Flucloxacillin magnesium,1,1
0801050R0,Mitotane,2,1
0501060E0,Clindamycin phosphate,0,1
0106050U0,Phosphates,2,1
1305020I0,Coal tar and corticosteroid preparations,1,1
0304030F0,C1-Esterase inhibitor,2,1
0905013M0,Magnesium orotate,8,1
1203020P0,Minocycline hydrochloride,0,1
0503010K0,Emtricitabine,0,1
1108010Q0,Polyvinyl alcohol,0,1
0904010G0,Fructose,3,1
0403010C0,Amoxapine,0,1
238509585,DUMMY CHEMICAL SUBSTANCE 238509585,0,1
0908010AF,Nitisinone,0,1
1001010AM,Dexibuprofen,12,1
1502010AA,Chloroprocaine hydrochloride,0,1
0307000R0,Mannitol,1,1
1303000A0,Tetracaine hydrochloride,0,1
1202010P0,Sodium cromoglicate,0,1
0401020A0,Alprazolam,0,1
236009560,DUMMY CHEMICAL SUBSTANCE 236009560,3,1
1001030AB,Tofacitinib,0,1
1103010T0,Cefuroxime sodium,3,1
0502010E0,Isavuconazole,1,1
131200000,Other antiperspirant preparations,7,1
239606096,DUMMY CHEMICAL SUBSTANCE 239606096,0,1
200500000,DUMMY CHEMICAL SUBSTANCE 200500000,0,1
0703021C0,Etynodiol diacetate,2,1
0501040C0,Amikacin,0,1
0407030AD,Gabapentin (Neuropathic Pain),0,1
